cd_cliente,cd_municipio,ds_endereco,nr_endereco,bairro
17709,2308005,RODOVIA DE RODRIGUES,425,VILA REAL 1ª SEÇÃO
17710,2308104,TRAVESSA BEATRIZ GONÇALVES,425,VARZEA DA PALMA
17711,2308203,NÚCLEO DE AZEVEDO,49,VILA MADRE GERTRUDES 1ª SEÇÃO
17712,2308302,VILA DE CUNHA,1831,NOVA FLORESTA
17713,2308351,FEIRA RAQUEL NUNES,2696,XANGRI-LÁ
17714,2308377,MORRO ARAGÃO,2488,HAVAÍ
17715,2308401,LAGOA MORAES,2169,APARECIDA 7ª SEÇÃO
17716,2308500,ESTAÇÃO SAMUEL DA LUZ,2631,PONGELUPE
17717,2308609,RUA CAUÊ SILVA,4430,MARIA GORETTI
17718,2308708,COLÔNIA DE SALES,4530,PRADO
17719,2308807,FEIRA DE FOGAÇA,3588,SERRA
17720,2308906,VIELA NOGUEIRA,285,LETICIA
17721,2309003,RUA DE ARAGÃO,4641,CABANA DO PAI TOMÁS
17722,2309102,MORRO ALMEIDA,554,MARIETA 1ª SEÇÃO
17723,2309201,LADEIRA FERNANDES,632,LOURDES
17724,2309300,LOTEAMENTO DE CORREIA,2231,VILA PILAR
17725,2309409,RECANTO DE TEIXEIRA,3220,VILA COQUEIRAL
17726,2309458,LADEIRA PEIXOTO,1652,PONGELUPE
17727,2309508,ESPLANADA TEIXEIRA,1650,COLÉGIO BATISTA
17728,2309607,PRAIA PINTO,2261,GRANJA DE FREITAS
17729,2309706,COLÔNIA DE MONTEIRO,4223,SÃO JOSÉ
17730,2309805,LAGO DE DA MATA,3504,MARIETA 2ª SEÇÃO
17731,2309904,QUADRA DE GONÇALVES,2436,LIBERDADE
17732,2310001,CHÁCARA GABRIELA LOPES,3679,SÃO VICENTE
17733,2310100,CONDOMÍNIO THOMAS DIAS,3820,VILA DOS ANJOS
17734,2310209,FEIRA JESUS,4517,GARÇAS
17735,2310258,RECANTO JOÃO MIGUEL JESUS,356,VALE DO JATOBA
17736,2310308,PRAÇA CARDOSO,2510,EMBAÚBAS
17737,2310407,LARGO DE DA MATA,1732,JARDINÓPOLIS
17738,2310506,SETOR CAVALCANTI,886,GRAJAÚ
17739,2310605,FEIRA EDUARDO SANTOS,2234,SANTA HELENA
17740,2310704,FAZENDA DE DA LUZ,355,BELVEDERE
17741,2310803,SÍTIO MARIA LUIZA RODRIGUES,4168,MINAS BRASIL
17742,2310852,FEIRA FERREIRA,3240,VILA MADRE GERTRUDES 2ª SEÇÃO
17743,2310902,LOTEAMENTO ISABELLA SILVEIRA,2623,TEIXEIRA DIAS
17744,2310951,SÍTIO RENAN VIANA,3559,VILA REAL 1ª SEÇÃO
17745,2311009,PASSARELA DE SILVEIRA,2246,PEDREIRA PADRO LOPES
17746,2311108,CHÁCARA DE DA MATA,4065,SÃO BENTO
17747,2311207,ÁREA TEIXEIRA,1299,PARQUE SÃO JOSÉ
17748,2311231,LAGOA SILVA,2145,CÉU AZUL
17749,2311264,LARGO DE FARIAS,3521,VILA REAL 2ª SEÇÃO
17750,2311306,PASSARELA CUNHA,420,PINDORAMA
17751,2311355,NÚCLEO PINTO,2819,GUTIERREZ
17752,2311405,PARQUE DE PINTO,4602,ALPES
17753,2311504,PRAÇA LUIZ MIGUEL PIRES,3657,JARDINÓPOLIS
17754,2311603,RESIDENCIAL DE DIAS,1202,ATILA DE PAIVA
17755,2311702,AEROPORTO ALICE SALES,4688,ALTO BARROCA
17756,2311801,RODOVIA CUNHA,1809,CAMPONESA 1ª SEÇÃO
17757,2311900,ESPLANADA CAMILA NOGUEIRA,1427,LIBERDADE
17758,2311959,SÍTIO DE DUARTE,613,BOA ESPERANÇA
17759,2312007,FEIRA TEIXEIRA,2639,VILA IPIRANGA
17760,2312106,TRAVESSA LIMA,2216,CONJUNTO PROVIDENCIA
17761,2312205,AVENIDA VITOR HUGO MELO,3323,SANTA CRUZ
17762,2312304,FEIRA MOURA,2846,CABANA DO PAI TOMÁS
17763,2312403,VIELA DE GOMES,3150,JARDIM SÃO JOSÉ
17764,2312502,FEIRA DE DA CRUZ,1135,MIRANTE
17765,2312601,RUA DE NOVAES,4312,VILA DA AMIZADE
17766,2312700,AEROPORTO ISABELLA CARDOSO,3429,TEIXEIRA DIAS
17767,2312809,CAMPO RENAN CARVALHO,4116,VILA REAL 2ª SEÇÃO
17768,2312908,VIADUTO CALDEIRA,2297,PALMEIRAS
17769,2313005,VIADUTO DA ROCHA,1015,CONJUNTO CAPITÃO EDUARDO
17770,2313104,SÍTIO RIBEIRO,533,VILA MADRE GERTRUDES 4ª SEÇÃO
17771,2313203,TREVO DE DA LUZ,1419,DISTRITO INDUSTRIAL DO JATOBA
17772,2313252,RESIDENCIAL DE DA MATA,4867,VILA SUZANA SEGUNDA SEÇÃO
17773,2313302,FAVELA BENÍCIO MONTEIRO,4724,ÁPIA
17774,2313351,PRAÇA COSTELA,1969,SÃO JORGE 2ª SEÇÃO
17775,2313401,DISTRITO DE ARAGÃO,3924,PINDORAMA
17776,2313500,CAMPO SALES,4359,SÃO GONÇALO
17777,2313559,ÁREA DE NOGUEIRA,3700,FREI LEOPOLDO
17778,2313609,RECANTO FOGAÇA,3127,SANTO ANTÔNIO
17779,2313708,LAGO AMANDA LIMA,1032,FLAVIO DE OLIVEIRA
17780,2313757,LAGOA CUNHA,475,POUSADA SANTO ANTONIO
17781,2313807,VALE RENAN ARAÚJO,2639,VILA INDEPENDENCIA 2ª SEÇÃO
17782,2313906,RUA NOVAES,4824,GARÇAS
17783,2313955,SÍTIO DE FREITAS,1787,JARAGUÁ
17784,2314003,PASSARELA RODRIGUES,2480,CAIÇARA - ADELAIDE
17785,2314102,LOTEAMENTO DE PEREIRA,908,BARREIRO
17786,2400109,FEIRA DE OLIVEIRA,116,CAMPONESA 2ª SEÇÃO
17787,2400208,CAMPO SILVEIRA,3522,LAGOINHA LEBLON
17788,2400307,CONDOMÍNIO DE DIAS,4506,SANTA INÊS
17789,2400406,NÚCLEO BENÍCIO CALDEIRA,3215,ITATIAIA
17790,2400505,RECANTO MARIA LUIZA VIANA,4848,BARÃO HOMEM DE MELO 1ª SEÇÃO
17791,2400604,COLÔNIA NUNES,2570,VILA FORMOSA
17792,2400703,VEREDA CAVALCANTI,1977,ÁLVARO CAMARGOS
17793,2400802,LOTEAMENTO DE DA COSTA,325,NOSSA SENHORA DA APARECIDA
17794,2400901,VIELA ESTHER PORTO,2188,VILA BOA VISTA
17795,2401008,LADEIRA DE MOREIRA,2267,XANGRI-LÁ
17796,2401107,VIADUTO DE MORAES,1609,DOM BOSCO
17797,2401206,NÚCLEO DE FARIAS,4900,VITORIA DA CONQUISTA
17798,2401305,CONDOMÍNIO DE ALVES,1764,GROTINHA
17799,2401404,RECANTO DE PORTO,2499,UNIDAS
17800,2401453,TRAVESSA CAVALCANTI,3505,MINASLANDIA
17801,2401503,FEIRA LUIZ FERNANDO FOGAÇA,1980,HORTO
17802,2401602,CAMPO DE NOVAES,121,JARAGUÁ
17803,2401651,FEIRA NICOLE DA LUZ,2471,VILA MADRE GERTRUDES 3ª SEÇÃO
17804,2401701,AVENIDA LARISSA DA ROSA,3363,ALTA TENSÃO 2ª SEÇÃO
17805,2401800,ÁREA SOUZA,2226,VILA DE SÁ
17806,2401859,CAMPO FELIPE PEIXOTO,2808,NOVO OURO PRETO
17807,2401909,FEIRA DE CAVALCANTI,3838,VILA ENGENHO NOGUEIRA
17808,2402006,PRAIA MARTINS,4463,PADRE EUSTÁQUIO
17809,2402105,ÁREA ENZO GABRIEL CARVALHO,2409,AEROPORTO
17810,2402204,COLÔNIA DE CAMPOS,238,SÃO CRISTÓVÃO
17811,2402303,NÚCLEO DE OLIVEIRA,2355,VILA INDEPENDENCIA 2ª SEÇÃO
17812,2402402,VIADUTO DE AZEVEDO,4147,CIDADE NOVA
17813,2402501,ALAMEDA ANA LUIZA DA COSTA,1774,SÃO FRANCISCO DAS CHAGAS
17814,2402600,AVENIDA DE ALVES,2573,PENHA
17815,2402709,CONJUNTO IGOR COSTELA,1758,VILA NOVA
17816,2402808,DISTRITO DE AZEVEDO,2050,VILA REAL 2ª SEÇÃO
17817,2402907,FEIRA CORREIA,2351,CABANA DO PAI TOMÁS
17818,2403004,CONJUNTO ALVES,4996,MANGABEIRAS
17819,2403103,SÍTIO CAUÃ CORREIA,714,SANTO ANDRÉ
17820,2403202,LAGOA DE MOURA,1335,PINDURA SAIA
17821,2403251,NÚCLEO DA CUNHA,4983,LUXEMBURGO
17822,2403301,LARGO DE FREITAS,4447,CAMARGOS
17823,2403400,VIELA DA CUNHA,2896,GROTA
17824,2403509,VILA DE SALES,1344,ALTO VERA CRUZ
17825,2403608,ALAMEDA ALÍCIA JESUS,4638,SANTANA DO CAFEZAL
17826,2403707,PARQUE LUIZ OTÁVIO ARAÚJO,4865,VILA DO POMBAL
17827,2403756,ÁREA ANA LOPES,2691,VILA BATIK
17828,2403806,VIA BRENDA DA ROCHA,1033,SANTA SOFIA
17829,2403905,JARDIM REZENDE,1272,VILA CLORIS
17830,2404002,ALAMEDA HENRIQUE RAMOS,740,HELIOPOLIS
17831,2404101,PRAIA DE LOPES,2237,CAIÇARAS
17832,2404200,QUADRA MARIANE GONÇALVES,3065,SANTO ANTÔNIO
17833,2404309,TREVO SAMUEL PIRES,3855,LORENA
17834,2404408,JARDIM DE RODRIGUES,3257,VILA OLHOS D'ÁGUA
17835,2404507,RESIDENCIAL DA CRUZ,2761,SANTA AMELIA
17836,2404606,CHÁCARA FARIAS,1025,VILA RICA
17837,2404705,PARQUE MURILO CARVALHO,2293,VALE DO JATOBA
17838,2404804,LARGO DE MOREIRA,1985,TIROL
17839,2404853,VIA DE SALES,2962,MALA E CUIA
17840,2404903,ESPLANADA DE CAVALCANTI,452,UNIDAS
17841,2405009,RESIDENCIAL BEATRIZ RODRIGUES,2771,COMITECO
17842,2405108,CONDOMÍNIO DE CUNHA,3523,MIRAMAR
17843,2405207,TREVO MARIANE PIRES,2648,SANTO AGOSTINHO
17844,2405306,COLÔNIA DE VIEIRA,3399,TAQUARIL
17845,2405405,TRAVESSA MONTEIRO,445,VILA DA PAZ
17846,2405504,COLÔNIA EMANUELLA FOGAÇA,3766,JARDIM ALVORADA
17847,2405603,SETOR MAITÊ ARAÚJO,4217,OURO MINAS
17848,2405702,FAVELA ALANA CARVALHO,643,VILA PETROPOLIS
17849,2405801,CHÁCARA DE LOPES,4114,COMITECO
17850,2405900,RECANTO BENJAMIN PORTO,1355,AARÃO REIS
17851,2406007,PRAÇA DA ROSA,326,PROVIDENCIA
17852,2406106,TRAVESSA DE VIEIRA,1649,MANACAS
17853,2406155,TREVO RAMOS,1235,JARDIM FELICIDADE
17854,2406205,ESTAÇÃO CUNHA,4689,VILA DA LUZ
17855,2406304,ESPLANADA SOUZA,218,BURACO QUENTE
17856,2406403,TRECHO DE DA CUNHA,3971,TIRADENTES
17857,2406502,ALAMEDA RAMOS,3575,VILA BANDEIRANTES
17858,2406601,VALE MATHEUS RAMOS,4807,SENHOR DOS PASSOS
17859,2406700,VIADUTO COSTA,74,ALTA TENSÃO 2ª SEÇÃO
17860,2406809,AEROPORTO SANTOS,3300,MORRO DOS MACACOS
17861,2406908,PRAÇA PORTO,4669,MONSENHOR MESSIAS
17862,2407005,PASSARELA ANA LUIZA TEIXEIRA,4278,LETICIA
17863,2407104,LAGO DE NOVAES,1252,CONJUNTO LAGOA
17864,2407203,QUADRA DE CARVALHO,3499,CAMPONESA 2ª SEÇÃO
17865,2407252,LAGO EMANUELLA SILVA,4593,LIBERDADE
17866,2407302,VEREDA JÚLIA BARBOSA,4574,NOSSA SENHORA DE FÁTIMA
17867,2407401,LAGOA DE DA MATA,115,VILA CALAFATE
17868,2407500,QUADRA DA MOTA,3223,VILA PRIMEIRO DE MAIO
17869,2407609,LAGO DE VIEIRA,2435,NOVA CINTRA
17870,2407708,QUADRA DE VIANA,2527,VILA COPASA
17871,2407807,ALAMEDA MAITÊ SILVEIRA,1481,SANTA TEREZINHA
17872,2407906,ALAMEDA DE CARVALHO,4338,MARAJÓ
17873,2408003,VIELA DE SANTOS,1157,VILA PINHO
17874,2408102,TREVO JUAN PEREIRA,4454,INCONFIDÊNCIA
17875,2408201,LOTEAMENTO MOURA,851,SERRANO
17876,2408300,LAGOA ISIS ALVES,437,SATELITE
17877,2408409,ESPLANADA DE ALMEIDA,1138,LARANJEIRAS
17878,2408508,TRAVESSA DE FREITAS,4929,COPACABANA
17879,2408607,PASSARELA ARAGÃO,404,LAGOINHA
17880,2408706,RECANTO NOVAES,1956,CONJUNTO SÃO FRANCISCO DE ASSIS
17881,2408805,FEIRA DE VIANA,4357,GROTINHA
17882,2408904,FEIRA RIBEIRO,2720,SERRA DO CURRAL
17883,2408953,PÁTIO CAMPOS,4402,VILA JARDIM MONTANHES
17884,2409100,FAZENDA NICOLAS MELO,3472,APARECIDA 7ª SEÇÃO
17885,2409209,ESTAÇÃO DE RAMOS,3472,PAULO VI
17886,2409308,RECANTO DE PINTO,29,SANTA RITA DE CÁSSIA
17887,2409332,VILA DE SALES,4642,PALMEIRAS
17888,2409407,TREVO ALEXANDRE SANTOS,1612,VILA SANTO ANTÔNIO
17889,2409506,LOTEAMENTO VITOR FERREIRA,1121,VILA MALOCA
17890,2409605,CAMPO DE FERREIRA,4730,FLAVIO DE OLIVEIRA
17891,2409704,FEIRA YASMIN COSTA,1986,SANTA TEREZINHA
17892,2409803,ESTAÇÃO DE DUARTE,158,SÃO GONÇALO
17893,2409902,MORRO CARDOSO,3690,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
17894,2410009,FAVELA LUCAS GABRIEL FOGAÇA,1083,LAGOINHA LEBLON
17895,2410108,TREVO DAVI LUCAS SALES,4799,SANTA TEREZINHA
17896,2410207,AVENIDA EMANUELLA DA PAZ,3456,TRES MARIAS
17897,2410256,ESPLANADA DE MARTINS,1164,CONCÓRDIA
17898,2410306,AEROPORTO DE DA MATA,4992,SOLAR DO BARREIRO
17899,2410405,RUA MARCELO DA MOTA,1764,MINAS BRASIL
17900,2410504,DISTRITO MARIANE ARAGÃO,1432,MARAJÓ
17901,2410603,SÍTIO COSTA,3076,BAIRRO DAS INDÚSTRIAS II
17902,2410702,LAGO DE FOGAÇA,592,GUTIERREZ
17903,2410801,VIELA ELISA VIANA,3133,NOVA FLORESTA
17904,2410900,PARQUE DE TEIXEIRA,3036,SANTA TEREZA
17905,2411007,SÍTIO DE PIRES,1039,LOURDES
17906,2411056,PARQUE OTÁVIO DA CUNHA,1163,NAZARE
17907,2411106,ESPLANADA EDUARDO DA CUNHA,3015,VILA INDEPENDENCIA 2ª SEÇÃO
17908,2411205,MORRO LUIZ GUSTAVO FARIAS,2131,SÃO GABRIEL
17909,2411403,CONJUNTO CAROLINA PIRES,666,RIBEIRO DE ABREU
17910,2411429,ESTAÇÃO DANILO PEREIRA,4241,ALTO CAIÇARAS
17911,2411502,RECANTO CALDEIRA,4875,ENGENHO NOGUEIRA
17912,2411601,RODOVIA BARROS,1655,CINQUENTENÁRIO
17913,2411700,FAZENDA LUCAS PINTO,2050,VILA BARRAGEM SANTA LÚCIA
17914,2411809,NÚCLEO DE NOGUEIRA,3580,FLORESTA
17915,2411908,LAGOA ALMEIDA,2126,DIAMANTE
17916,2412005,TREVO DE ALVES,4805,VILA NOVA GAMELEIRA 2ª SEÇÃO
17917,2412104,PRAÇA ANA SOPHIA SANTOS,33,BIQUINHAS
17918,2412203,CONJUNTO FREITAS,4657,MARIA VIRGÍNIA
17919,2412302,QUADRA MAYSA OLIVEIRA,483,NOVA SUÍÇA
17920,2412401,RUA JOÃO FELIPE PORTO,1289,LOURDES
17921,2412500,DISTRITO DUARTE,1180,VILA NOVA GAMELEIRA 1ª SEÇÃO
17922,2412559,CAMPO DE ROCHA,1346,VILA UNIÃO
17923,2412609,MORRO PIRES,3322,SÃO BERNARDO
17924,2412708,VALE DE CARVALHO,2657,COMITECO
17925,2412807,JARDIM SALES,4147,MINASLANDIA
17926,2412906,CHÁCARA ERICK DA CONCEIÇÃO,2949,PIRAJA
17927,2413003,FEIRA DE ALVES,2115,VARZEA DA PALMA
17928,2413102,COLÔNIA MARIA VITÓRIA DA CUNHA,4446,PEDREIRA PADRO LOPES
17929,2413201,ESTRADA ENZO NASCIMENTO,134,JARDIM VITORIA
17930,2413300,RUA DE SALES,4161,GUTIERREZ
17931,2413359,NÚCLEO COSTELA,3466,CONJUNTO LAGOA
17932,2413409,FAZENDA LUIZ HENRIQUE MOREIRA,4758,SAUDADE
17933,2413508,FAVELA IGOR PORTO,2009,ESTRELA
17934,2413557,JARDIM DE ARAÚJO,3505,MINEIRÃO
17935,2413607,LARGO DE SOUZA,3862,CÔNEGO PINHEIRO 1ª SEÇÃO
17936,2413706,COLÔNIA VITÓRIA DA ROSA,3413,BRAÚNAS
17937,2413805,VALE DE MELO,204,CABANA DO PAI TOMÁS
17938,2413904,COLÔNIA DA CUNHA,1796,CONJUNTO JARDIM FILADÉLFIA
17939,2414001,SÍTIO DA ROSA,4315,VILA PINHO
17940,2414100,SÍTIO DA COSTA,51,MANGUEIRAS
17941,2414159,LARGO DE BARROS,1343,BANDEIRANTES
17942,2414209,LOTEAMENTO DA CRUZ,3293,PALMEIRAS
17943,2414308,VIA REZENDE,3809,CENACULO
17944,2414407,VALE EMANUELLY NOVAES,3696,ALTO VERA CRUZ
17945,2414456,JARDIM DAS NEVES,430,OUTRO
17946,2414506,COLÔNIA JOÃO VITOR DA MATA,2462,SANTO ANTÔNIO
17947,2414605,RESIDENCIAL JOÃO GABRIEL DAS NEVES,3061,ETELVINA CARNEIRO
17948,2414704,CAMPO BENÍCIO NASCIMENTO,1496,DOM SILVERIO
17949,2414753,PRAIA DE GONÇALVES,398,CONJUNTO LAGOA
17950,2414803,PRAIA GUSTAVO COSTA,725,CONJUNTO JARDIM FILADÉLFIA
17951,2414902,AVENIDA DA COSTA,4505,FLORESTA
17952,2415008,SETOR FREITAS,638,SÃO JOÃO BATISTA
17953,2500106,TRAVESSA YURI REZENDE,4201,CASTELO
17954,2500205,RECANTO DE CORREIA,1582,SANTA MARGARIDA
17955,2500304,CONDOMÍNIO MARCELO RIBEIRO,1195,VILA NOVA DOS MILIONARIOS
17956,2500403,TRECHO TEIXEIRA,3356,DONA CLARA
17957,2500502,SÍTIO PINTO,2378,MARAVILHA
17958,2500536,COLÔNIA DAVI LUCCA GOMES,3644,IPIRANGA
17959,2500577,PRAÇA DE LOPES,1752,VILA SANTO ANTÔNIO
17960,2500601,ÁREA BENJAMIN CASTRO,2639,LAJEDO
17961,2500700,ESTAÇÃO DE VIANA,4462,JARDIM VITORIA
17962,2500734,VIA FOGAÇA,1139,VILA NOVA GAMELEIRA 3ª SEÇÃO
17963,2500775,LAGO RODRIGUES,2397,VILA NOVA
17964,2500809,SÍTIO JOÃO PEDRO SALES,1874,VITORIA DA CONQUISTA
17965,2500908,ALAMEDA DA CONCEIÇÃO,3102,DISTRITO INDUSTRIAL DO JATOBA
17966,2501005,CONJUNTO DAVI LUIZ DA CRUZ,1579,TÚNEL DE IBIRITÉ
17967,2501104,VILA DAVI LUIZ LOPES,1657,SÃO PEDRO
17968,2501153,FEIRA MORAES,224,JARDINÓPOLIS
17969,2501203,LAGO DE MENDES,531,XANGRI-LÁ
17970,2501302,PRAIA FERNANDA CASTRO,1051,MALA E CUIA
17971,2501351,RODOVIA DE MELO,1658,VILA PARAÍSO
17972,2501401,FAVELA DE DA ROCHA,252,VILA DA ÁRIA
17973,2501500,RESIDENCIAL DE MARTINS,3923,LETICIA
17974,2501534,PARQUE DE DA CUNHA,3994,VILA SÃO JOÃO BATISTA
17975,2501575,CHÁCARA DE ARAGÃO,3343,AMBROSINA
17976,2501609,CONDOMÍNIO MARIA JULIA MOREIRA,1061,VILA COPASA
17977,2501708,ALAMEDA NATHAN RIBEIRO,1984,PLANALTO
17978,2501807,AEROPORTO DE ROCHA,3860,VILA SÃO RAFAEL
17979,2501906,ESPLANADA BARBOSA,19,MARAVILHA
17980,2502003,JARDIM DE VIANA,635,TÚNEL DE IBIRITÉ
17981,2502052,MORRO MANUELA RAMOS,241,SANTO ANTÔNIO
17982,2502102,TREVO ISIS SILVEIRA,2072,VILA SESC
17983,2502151,DISTRITO DE NOGUEIRA,1471,MIRTES
17984,2502201,CAMPO DE DAS NEVES,2263,MINEIRÃO
17985,2502300,VIA DA COSTA,2463,CACHOEIRINHA
17986,2502409,VIADUTO SAMUEL DUARTE,884,MARIQUINHAS
17987,2502508,VEREDA VIEIRA,778,VILA RICA
17988,2502607,ESTAÇÃO LOPES,1021,CONJUNTO TAQUARIL
17989,2502706,TRECHO SANTOS,2428,PALMEIRAS
17990,2502805,LAGO DE NOVAES,138,JARDIM FELICIDADE
17991,2502904,SETOR DAVI LUCCA DA MOTA,4937,VILA SÃO GERALDO
17992,2503001,SETOR PINTO,2904,JAQUELINE
17993,2503100,TREVO NUNES,594,PRADO
17994,2503209,LAGO DA CONCEIÇÃO,4067,VILA OESTE
17995,2503308,VIELA CUNHA,1135,RIO BRANCO
17996,2503407,AEROPORTO DE MARTINS,4284,SÃO JOSÉ
17997,2503506,ÁREA ARTHUR PIRES,748,MARAJÓ
17998,2503555,AEROPORTO BRUNO PEIXOTO,4942,BANDEIRANTES
17999,2503605,JARDIM SILVA,1849,AMBROSINA
18000,2503704,VILA GOMES,2326,PARQUE SÃO JOSÉ
18001,2503753,PARQUE NUNES,550,GAMELEIRA
18002,2503803,SÍTIO DE ALMEIDA,4304,GROTINHA
18003,2503902,LAGOA GUILHERME RIBEIRO,4969,GRANJA DE FREITAS
18004,2504009,ESTRADA DANIELA SOUZA,3077,FLAVIO DE OLIVEIRA
18005,2504033,SÍTIO STELLA DA CRUZ,2555,BELVEDERE
18006,2504074,TRAVESSA ISAAC BARROS,1071,VILA HAVAÍ
18007,2504108,LAGO LOPES,109,TAQUARIL
18008,2504157,CHÁCARA DE DIAS,4830,BOA VISTA
18009,2504207,JARDIM DE SILVEIRA,4910,NOVA AMERICA
18010,2504306,VIA DE JESUS,4113,SANTA RITA DE CÁSSIA
18011,2504355,SETOR DE MONTEIRO,3780,BELMONTE
18012,2504405,LAGO JOÃO GABRIEL ARAGÃO,4496,VILA IPIRANGA
18013,2504504,VIA LARA VIEIRA,2701,SENHOR DOS PASSOS
18014,2504603,ESTRADA DE DA COSTA,276,LAGOINHA
18015,2504702,LOTEAMENTO ARAÚJO,1689,SANTA TEREZA
18016,2504801,QUADRA BENJAMIN CAVALCANTI,779,LARANJEIRAS
18017,2504850,FEIRA MARTINS,4804,CARMO
18018,2504900,PRAIA DE DAS NEVES,2921,POMPÉIA
18019,2505006,PRAÇA DE FERREIRA,1189,CAETANO FURQUIM
18020,2505105,QUADRA CAVALCANTI,3384,ZILAH SPOSITO
18021,2505204,FAZENDA LUIZ FELIPE RAMOS,4945,BETÂNIA
18022,2505238,VIA DE DA COSTA,3238,ARAGUAIA
18023,2505279,ESPLANADA JOÃO LUCAS PEIXOTO,1760,SANTO AGOSTINHO
18024,2505303,VALE DE MORAES,4502,SUZANA
18025,2505352,ESTAÇÃO ARAÚJO,1210,OLARIA
18026,2505402,CONJUNTO DE DUARTE,1342,VILA SANTA MONICA 1ª SEÇÃO
18027,2505501,ESTRADA DE ALVES,162,IPIRANGA
18028,2505600,LAGO KAIQUE GONÇALVES,2931,BANDEIRANTES
18029,2505709,ALAMEDA PIRES,4551,DOM CABRAL
18030,2505808,LOTEAMENTO RAMOS,283,MINAS CAIXA
18031,2505907,CHÁCARA DE MOURA,11,BRASIL INDUSTRIAL
18032,2506004,RUA DE LOPES,3418,COMITECO
18033,2506103,LADEIRA LUCAS GABRIEL MOREIRA,100,MONSENHOR MESSIAS
18034,2506202,ÁREA DE FERNANDES,2463,GRANJA DE FREITAS
18035,2506251,CONJUNTO DE SANTOS,2794,SPORT CLUB
18036,2506301,TREVO MURILO NUNES,2760,SÃO JOÃO
18037,2506400,VIA DE RAMOS,2344,HELIOPOLIS
18038,2506509,PRAIA DE DA MATA,2270,CÉU AZUL
18039,2506608,JARDIM KAMILLY PINTO,1247,VILA SUMARÉ
18040,2506707,COLÔNIA CASTRO,71,BANDEIRANTES
18041,2506806,TREVO JESUS,147,LAGOINHA LEBLON
18042,2506905,PARQUE VIANA,1127,VILA DAS OLIVEIRAS
18043,2507002,QUADRA PEDRO HENRIQUE FREITAS,2197,OESTE
18044,2507101,RODOVIA VITOR GABRIEL DAS NEVES,413,HORTO FLORESTAL
18045,2507200,PÁTIO VIANA,4902,VILA FUMEC
18046,2507309,JARDIM HEITOR JESUS,2055,CONJUNTO CALIFÓRNIA I
18047,2507408,ÁREA DE PIRES,1000,VILA NOVA PARAÍSO
18048,2507507,QUADRA RAUL MONTEIRO,3573,VILA CEMIG
18049,2507606,VIA DE GOMES,1845,JOÃO ALFREDO
18050,2507705,VIADUTO ANA JÚLIA OLIVEIRA,1488,MINASLANDIA
18051,2507804,RESIDENCIAL DE MELO,4108,VILA ANTENA
18052,2507903,JARDIM FERNANDA PEREIRA,529,MINEIRÃO
18053,2508000,PARQUE HELOÍSA ALVES,3651,VILA NOVA GAMELEIRA 1ª SEÇÃO
18054,2508109,TRAVESSA DE MORAES,4375,CÉU AZUL
18055,2508208,TRECHO SILVEIRA,3161,AARÃO REIS
18056,2508307,VALE DE PEIXOTO,857,PALMEIRAS
18057,2508406,ESTAÇÃO FERREIRA,2137,CÔNEGO PINHEIRO 2ª SEÇÃO
18058,2508505,AVENIDA DE DA COSTA,3112,MARAVILHA
18059,2508554,PASSARELA YASMIN LIMA,1686,SANTA RITA
18060,2508604,LARGO DE LIMA,3071,SERRANO
18061,2508703,PRAIA PIETRO GONÇALVES,1682,VILA CLORIS
18062,2508802,FAVELA DA LUZ,2923,VIRGÍNIA
18063,2508901,ESPLANADA ANA JULIA FARIAS,4255,PLANALTO
18064,2509008,VIA EMANUELLA MOREIRA,1350,PIRINEUS
18065,2509057,ALAMEDA DIOGO ALVES,1609,SÃO JORGE 1ª SEÇÃO
18066,2509107,VIA DE DUARTE,2901,SANTA ROSA
18067,2509156,CONJUNTO LOPES,261,NOVO AARÃO REIS
18068,2509206,CAMPO CLARA ROCHA,3943,VILA MALOCA
18069,2509305,LAGO MARIA VITÓRIA CARDOSO,154,VALE DO JATOBA
18070,2509339,CONJUNTO VITOR DA MOTA,879,GROTINHA
18071,2509370,QUADRA LUCCA JESUS,697,AMBROSINA
18072,2509396,CAMPO DE SILVA,2941,VILA MADRE GERTRUDES 4ª SEÇÃO
18073,2509404,TRAVESSA DE MARTINS,4029,CENTRO
18074,2509503,LAGOA DE NASCIMENTO,1248,ALTO DAS ANTENAS
18075,2509602,PASSARELA ENZO CORREIA,1863,VILA DAS OLIVEIRAS
18076,2509701,TREVO CARVALHO,856,ADEMAR MALDONADO
18077,2509800,LADEIRA MARIA CAMPOS,1901,CONJUNTO FLORAMAR
18078,2509909,TRAVESSA DE NOGUEIRA,2481,NOVA CACHOEIRINHA
18079,2510006,ESTRADA DE SILVEIRA,3754,EYMARD
18080,2510105,AEROPORTO PORTO,2621,AGUAS CLARAS
18081,2510204,ESTAÇÃO NOGUEIRA,507,UNIÃO
18082,2510303,VALE DE MELO,1178,VILA ENGENHO NOGUEIRA
18083,2510402,QUADRA ARAÚJO,4841,VILA MANGUEIRAS
18084,2510501,RUA DE COSTA,349,IPIRANGA
18085,2510600,PARQUE MIGUEL NOGUEIRA,2187,VILA ECOLÓGICA
18086,2510659,CONJUNTO NOGUEIRA,3533,BARÃO HOMEM DE MELO 2ª SEÇÃO
18087,2510709,LARGO PIETRO DA COSTA,4921,CONJUNTO SERRA VERDE
